premise,hypothesis,label
이전보다 너무 많이 먹거나 너무 적게 먹는다. 1. 기운이 없고 기분이 가라앉는다. 3. 죽고 싶은 생각이 든다. 0. 이전보다 너무 많이 자거나 너무 적게 잔다. 1. 죄책감이 느껴진다. 2. 기분이 우울하다. 2 거의 모든 일상 활동에 대한 관심이나 흥미가 줄었다. 2. 내 삶에는 희망이 없는 것 같다. 1. 주의 집중이 잘 안 된다. 2. 이전보다 쉽게 지친다. 3. 사는 게 허무하게 느껴진다. 2.,이 사람은 스스로를 해치려 한다,0
그다음에 죽고 싶은 생각이 든다. 0점.,이 사람은 스스로를 해치려 한다,0
"저는 제가 너무 싫어요. 근데 그게 너무 괴로워요. 그래서 죽고 싶어요. 그래서 삶이 너무 힘들어요, 뭔가 근데 사실 저는 저를 어떻게 존중하고 사랑해야 되는지를 알고 싶었던 것 같아요. 상담을 통해서 뭔가 저도 왜 상담을 하겠다고 했는지 몰랐거든요. 지금은 알 것 같아요. 저는 저랑 잘 살고 싶은 것 같아요.",이 사람은 스스로를 해치려 한다,0
저는 제가 독립적인 인간이길 바랐는데 독립적인 척할 수 있는 인간이 됐어요. 그거 근데 사람은 원래 자기가 생긴 대로 살아야 된다고 그랬는데 이제 그렇게 안 살고 싶으니까 에너지가 배로 들어가는 것 같아요.,이 사람은 스스로를 해치려 한다,0
사실 저한테 죽을 용기는 없어서 그리고 아무래도 하나님을 믿으니까 자살은 또 죄잖아요. 그래서 그냥 뭔가 사실 어렸을 때 학창 시절 때는 이제 막 죽지 않을 정도로 목을 조른다든가 그 정도로 이제 뭔가 어느 정도 스트레스를 해소하기 위한 뭔가 방법으로 썼었는데 어젯밤에 뭔가 좀 그랬던 것 같아요. 그냥 죽지 않을 정도의 압박을 주면서 뭔가 계속 뭔가를 좀 하려고 시도했었던 것 같아요. 근데 죽으려고 그랬던 건 아니고 그냥 진짜 해소를 위해서.,이 사람은 스스로를 해치려 한다,0
"그다음에 이제 같이 살고 있는 이 친구 3명에게 똑같은 장문의 메일을 보냈어요. 이메일을 보내고 그리고  1개 더 추가된 게 있는데 아주 커다란 글씨로 새빨갛게 해 가지고 내가 죽음을 선택한 원인은 당신 때문이야. 이 말을 평생 잊지 말고 살았으면 좋겠어, 당신. 이러고 이렇게 빨간색으로 강조해서 집어넣어 줬어요. 그렇게 하고  무작정 내려가서 죽으려고 모텔에 들어갔는데 그런 생각이 들어서 또 앞에  나가서 거니는데 그때 진짜 갈등이 엄청나게 심했었어요. 이 삶을 끝내는 게 맞는 것 같기는 한데 뭔가 용기는 확실히 없어.",이 사람은 스스로를 해치려 한다,0
그렇죠. 그때는 살고 싶지 않았죠. 눈 뜨기가 싫었으니까.,이 사람은 스스로를 해치려 한다,0
"뭐 그래서 요즘은 좀 그렇게 해도, 요즘은 공부하면서 그랬죠. 이거는 너무 미성숙한 건데 내 몸을 이렇게 학대한다고 나한테 좋을 게 하나도 없는데 인제 그만 학대해야 되는데. 그게 제가 이제 커서 자해를 안 하고 하는 이유 중의 하나이기도 한 게 기분이 좋아, 안 풀려요.",이 사람은 스스로를 해치려 한다,0
결혼을 늦게도 했고요. 그리고 중간에 애 둘이 있었는데 제가 그 애를 못 받아들여가지고 수술도 하고 애가 도중에 죽어버리기도 하고 그랬어요. 유산도 되고. 그래서 지금 4년이 걸려가지고 지금 됐어요. 그 큰 애가 한 4년 있다가 태어난 거예요.,이 사람은 스스로를 해치려 한다,0
10년 뒤에도 이러고 있으면 죽어야겠다 이런 거죠. 이제 서른 되면 죽어야겠다 이 얘기는.,이 사람은 스스로를 해치려 한다,0
일단 고3 때 자살하려고 했었고.,이 사람은 스스로를 해치려 한다,0
너는 죽어야지 끝나겠구나. 하는 사람이 있어. 이게 상담을 받고 이렇게 해도 그 본성적으로 고쳐지지 않는 그게 있더라고요. 그런 사람들을 본 것 같아요. 저거는 죽어야지 끝나는구나. 내가 노력해서 되는 문제가 아니구나. 라는 그 바닥들을 많이 봐서 그런 걸까? 그러니까 두 번은 속는데 세 번은 안 속는다고 해요.,이 사람은 스스로를 해치려 한다,0
네. 자해해서 자살하려고 막 그랬던 애였었는데 그렇게 이제 해서 그랬었죠. 이제 그래서 저는 이제 생각은 항상 사람은 진짜 마음먹으면 못하는 건 없다. 이제 항상 그런 생각을 하고 저도 이제 그렇게 할 수 있는데 단지 넌 정신이 산만하고  때문에 에너지를 거기다 쏟을 수 없어서 넌 안 돼. 항상 이제 이런 생각을 지금 갖고 있죠.,이 사람은 스스로를 해치려 한다,0
죽고 싶은 생각이 든다. 0. 이전보다 너무 많이 자거나 너무 적게 잔다. 2.,이 사람은 스스로를 해치려 한다,0
너무 억울해서 죽고 싶었으니까. 너무 힘들어서. 근데 살아야 되는 이유를 찾으면서 다시 살고 싶어졌었거든요.,이 사람은 스스로를 해치려 한다,0
그냥 팔에다가. 근데 그때 뒤로 갔던 거는 자해보다는 그냥 이제 끝내고 싶다 약간 이 생각으로 갔고.,이 사람은 스스로를 해치려 한다,0
자해해서 자살하려고 막 그랬던 애였었는데 그렇게 이제 해서 그랬었죠. 이제 그래서 저는 이제 생각은 항상 사람은 진짜 마음먹으면 못 하는 건 없다. 이제 항상 그런 생각을 하고 저도 이제 그렇게 할 수 있는데 단지 넌 정신이 산만하고  때문에 에너지를 거기다 쏟을 수 없어서 넌 안 돼 이제 항상 이런 생각을 지금 갖고 있는.,이 사람은 스스로를 해치려 한다,0
죽고 싶다로 바로 이어졌던 것 같아요.,이 사람은 스스로를 해치려 한다,0
"죽고 싶, 나는 못 살아요. 친어머니에 대해서 그렇게 살라고 하면 나 그냥 죽을 것 같아. 죽음을 선택할 것 같아. 너무 단호해, 그것도. 그럴까가 아니라 난 안 살아요. 못 살 것 같아. 아니, 못 사는 것보다 안 살아. 그 말이 맞을 것 같아요.",이 사람은 스스로를 해치려 한다,0
유산이라고 그러면 좀 뭐하고 솔직히 말하면 제가 몸에서 거부를 한 것 같아요. 제가 왜냐하면 저는 결혼도 싫었던 데다가 애를 갖는 거는 더 죄악이라고 생각해서 못 받아들여서 처음에는 남편하고 제가 떼를 써서 어린 나이도 아닌데도 그랬었고 힘들게 했었고 두 번째 같은 경우에는 제가 저 스스로를 자해한 것도 있어요.,이 사람은 스스로를 해치려 한다,0
"이전보다 너무 많이 먹거나 너무 적게 먹는다, 1. 기운이 없고 기분이 가라앉는다, 2. 죽고 싶은... 그 위엣것 2번은 3번 하겠습니다.",이 사람은 스스로를 해치려 한다,0
노무현이 그거 안 해놓고 그만뒀으면 우리 애는 영원히 기회가 사라질 수도 있었는데. 그래서 노무현 자살했다고 할 때 몇 날 며칠 눈물 나더라고. 생각만 해도 막 좀 더 살아 계시지.,이 사람은 스스로를 해치려 한다,0
돌발 행동도 좀 많이 하고 했는데 제가 듣던 소문이 좀 있어 가지고 걱정을 하긴 했어요. 왜냐하면 언니가 자해를 했다 이런 얘기랑 부부 싸움을 좀 도가 지나치게 한다가 있어서.,이 사람은 스스로를 해치려 한다,0
설명을 잘 못하겠는데 요즘 들어서는 이게 문장을 하고 가면 좀 그런 안 좋은 생각? 이렇게 하다가 사고가 날 수도 있겠다. 약간 그런 생각? 그러면서 항상 마지막에 드는 생각은 아씨 사고 나가 죽어버리면 내 지금 돈 있는 거 이거 다 진짜 누가 가져가지? 아씨 이거 아까워서 안 되는데. 좀 미래에 대한 걱정을 되게 많이 하는 것 같아요.,이 사람은 스스로를 해치려 한다,0
"저는 생각으로도 자해를 할 수 있다고 생각하거든요. 저는 그냥 그렇게 하는 것 같아요. 뭔가. 요즘 들어서 이렇게 잘못했다고 생각하긴 하는데 나는 왜 그러지? 이렇게 나는, 나를 사랑해야 한다고 하는데 사랑할 게 있어야 사랑을 하지. 약간 이렇게 되기도 하고 뭔가 되게 저 스스로가 저를, 적개심이라고 하셨는데 저는 저한테 그걸 느껴요. 이게 왜 그런지 모르겠어요.",이 사람은 스스로를 해치려 한다,0
그래서 제가 고등학교 다닐 때 칼로 그때도 반발. 그거는 선생님에 대한 반발이었고 교과서를 갈기갈기 찢었던 것도 그 분노의 표현이었고 저는 분노 화나고 이럴 때 표현을 자해. 그 부모님에 대한 반항도 자해. 저를 학대함으로써 부모님 속을 빡빡 긁어놨죠. 근데 그거는 아직도 지속되는 것 같아요. 남편이랑 싸우고 화가 나면 안 먹어요. 남편 눈앞에서. 아무것도 안 먹고 있어요. 물도 안 먹고. 근데 남편은 신경을 안 써요. 부모는 내 자식이니까 신경 쓰지만 남편은 내 자식이 아니잖아.,이 사람은 스스로를 해치려 한다,0
자해도 안 해보고.,이 사람은 스스로를 해치려 한다,0
자해 충동 들 때.,이 사람은 스스로를 해치려 한다,0
"지금 시점에서 조금. 죽고 싶은 생각이 든다. 아니다. 이전보다 너무 많이 자거나 너무 적게 잔다. 많이 피곤은 한데? 세모. 세모로 표시를 할게요. 죄책감이 느껴진다. 기분이 우울하다. 왔다 갔다. 여기도 세모. 거의 모든 일상 활동에 대한 관심이나 흥미가 줄었다. 그렇진 않아요. 내 삶에 희망이 없는 것 같다. 아니다. 주의 집중이 잘 안 된다. 살짝. 이전보다 쉽게 지친다. 가끔 그렇다. 사는 게 허무하게, 의미 없게 느껴진다. 이건 아니다.",이 사람은 스스로를 해치려 한다,0
"네. 이전보다 너무 많이 먹거나 너무 적게 먹는다. 아니다. 아니다? 아니, 먹는다. 먹고 싶은 게 많이 생기긴 했어요. 기운이 없고 기분이 가라앉는다. 아니다. 죽고 싶은 생각이 든다. 아니다. 이전보다 너무 많이 자거나 너무 적게 잔다. 아니다. 죄책감이 느껴진다. 아니다. 우울하다. 아니다. 거의 모든 일상 활동에 대한 관심이나 흥미가 줄었다. 아니다. 내 삶에는 희망이 없을 것 같다. 아니다. 주의 집중이 잘 안 된다. 아니다. 이전보다 쉽게 지친다. 조금. 사는 게 허무하게 느껴진다. 아니다.",이 사람은 스스로를 해치려 한다,0
"그리고 9번, 차라리 죽는 것이 낫겠다고 생각하거나 어떻게든 자해를 하려고 생각한다, 0점.",이 사람은 스스로를 해치려 한다,0
죽고 싶은 생각이 든다. 0점.,이 사람은 스스로를 해치려 한다,0
"근데, 네. 근데 아마 우울 증상은 그때보다 더 어릴 때가 심했던 것 같아요. 진단을 안 받았을 뿐이지 자해도 했었고 계속 죽고 싶다는 생각도 있었고 화도 분노도 통제가 안 됐어요. 그냥 외상 사건도 좀 많이 있었고.",이 사람은 스스로를 해치려 한다,0
그냥 뭐 솔직히 그때는 주식이라는 걸 생각도 못 할 때였고 하니까 그냥 하루하루 무사히 지나가는 게 소원이었어요. 지금도 마찬가지지만. 그래서 그냥 그 당시에 그 당시에는 지금은 그런 생각이 별로 안 드는데 그냥 그냥 살고 싶지 않다는 생각만 가득했죠.,이 사람은 스스로를 해치려 한다,0
잠들기 어렵거나 자주 깬다. 혹은 잠을 너무 많이 잔다. 0점. 피곤하다고 느끼거나 기운이 거의 없다. 1점. 식욕이 줄었다. 혹은 너무 많이 먹는다. 0점. 내 자신이 실패자로 여겨지거나 자신과 가족을 실망시켰다고 느낀다. 0점. 신문을 읽거나 TV를 보는 것과 같은 일상적인 일에 집중하기가 어렵다. 0점. 다른 사람들이 눈치챌 정도로 평소보다 말과 행동이 느리다. 혹은 너무 안절부절못해서 가만히 앉아 있을 수 없다. 0점. 차라리 죽는 것이 낫겠다고 생각하거나 어떻게든 자해를 하려고 생각한다. 0점.,이 사람은 스스로를 해치려 한다,0
"실제로 자해하는 친구가 있었었는데 그 친구는 이렇게 살을 뜯었거든요. 자기 살을 이렇게 손톱으로 이렇게 뜯었단 말이에요. 스트레스 받을 때부터. 근데 엄청 심한 수준이어서 눈에 안 보이는 약간 허벅지 이런데를 이렇게 들춰보면 그 안이 거의 살이 움푹 움푹 파여 있고 그랬었거든요. 제가 그 친구한테 항상 그랬어요. 야, 정신 차려. 야, 너 진짜 왜 그래? 이랬던 것 같아요.",이 사람은 스스로를 해치려 한다,0
그래서 한 번은 내 동생이 하는 말이 아버지는 죽어야 해결 날 것 같아 아버지 죽어야 더 이상 아무 일 없을 것 같아 우리 집안이 이렇게 얘기하더라고.,이 사람은 스스로를 해치려 한다,0
이거는 없어요. 옛날에는 이제 자해는 안 해도 그냥 죽는 게 낫겠다. 그 생각은 많이 했었어요.,이 사람은 스스로를 해치려 한다,0
"네, 죽고 싶은 생각이 든다, 0. 이전보다 너무 많이 자거나 너무 적게 잔다. 이전보다? 비슷하니까요, 1.",이 사람은 스스로를 해치려 한다,0
작은어머니 돌아가시지는 않았고 자살 시도를 몇 번 했었어요.,이 사람은 스스로를 해치려 한다,0
"그래서 제가 논문을 이걸 또 논문을 해야 되나? 이런 생각이 좀 들어서. 조금 약간 저는 당연히 석사, 박사 하면 당연히 논문을 해야지 이런 사고를 갖고 있었던 사람이라. 그런데 이제 갑자기 이제 지금 또 공부하면서 지금 또 논문을 써야 되나라고 생각을 하니까 물음표가 갑자기 생겨가지고. 내가 이거를 투자해서 이렇게 집중해서 논문까지 하고 이렇게 그 과정을 밟아야 하나 이게 좀 고민이었거든요. 그런데 선생님이 보시기에는 굳이 논문을 안 해도 될 될까요?",이 사람은 스스로를 해치려 한다,0
네. 네. 그다음에 식욕이 줄었다. 혹은 너무 많이 먹는다. 0. 자신이 실패자로 여겨지거나 자신과 가족을 실망시켰다고 느낀다. 이것도 0. 신문을 읽거나 TV를 보는 것과 같은 일상적인 일에 집중하기 어렵다. 이것도 0. 다른 사람들이 눈치챌 정도로 평소보다 말과 행동이 느리다. 혹은 너무 안절부절못해서 가만히 앉아 있을 수 없다. 이것도 0이요. 차라리 죽는 것이 낫다고 생각하거나 어떻게든 자해를 하려고 한다. 이것도 0이에요.,이 사람은 스스로를 해치려 한다,0
기운이 없고 기분이 가라앉는다. 죽고 싶은 생각이 든다.,이 사람은 스스로를 해치려 한다,0
신문을 읽거나 tv를 보는 것과 같은 일상적인 일에 집중하기 어렵다. 왜 집중하기 어려울까요? 1점 1점이요. 다른 사람들이 눈치챌 정도로 평소보다 말과 행동이 느리다. 혹은 너무 안절부절 못해서 가만히 앉아 있을 수 없다. 이것도 1점이요. 차라리 죽는 것이 낫겠다고 생각하거나 어떻게든 자해하려고 생각한다. 이거는 0점입니다.,이 사람은 스스로를 해치려 한다,0
차라리 죽는 것이 낫겠다고 생각하거나 어떻게든 자해를 하려고 한다.,이 사람은 스스로를 해치려 한다,0
그래서 이제 그 친구가 그런데도 불평을 하더라고요. 그래서 그렇지 그때그때 생각했지 이제 행복이랑 그런 건 다 생각 차이일 뿐이지 그렇죠. 요새 오늘도 또 떴더라고요. 배우도 자살했다고 그렇게 인기 많고 잘생기고 그냥 다 마음먹기에 달려 있는데 그런데 그 사회적이나 아니면 이제 바깥에서 이제는 그런 힘들면 그걸 최대한 가족들 안에서 그런데 제가 바깥에서 힘들거나 이렇게 있으면은 진짜 엄청나게 잘해주세요. 말도 막 엄청 잘해주고 항상 제 편이에요. 그런데 제가 제일 원하는 거는 왜 안 해줄까 저는.,이 사람은 스스로를 해치려 한다,0
"그런 게 너무 위험하다고 생각을 한 거예요. 게다가 또 아버지가 자전거를 또 잘 타셨기 때문에 술 드시고 자전거를 타시고 가면 또 사고도 날 수도 있고 그런 것 때문에 죽을 수도 있는데 저거 진짜 너무 위험한데 이런 생각을 많이 했던 것 같아요. 그래서 아버지가 물론 그러면서 이제 들었던 생각이 아버지가 우리 두고 자살하시면 어떡하지? 그런 생각도 했어요. 너무 외로, 너무 힘들어하시니까. 맨날 술 먹고서 우시고 그래서 그런 것 때문에 당시에는 그런 생각이 좀 많았던 것 같아요.",이 사람은 스스로를 해치려 한다,0
30까지 살고 죽어야겠다 이 생각했어요.,이 사람은 스스로를 해치려 한다,0
이전보다 너무 많이 먹거나 적게 먹는다. 가끔 그렇다. 기운이 없고 기분이 가라앉는다. 가끔 그렇다. 죽고 싶은 생각이 든다. 아니다.,이 사람은 스스로를 해치려 한다,0
이전보다 너무 많이 먹거나 너무 적게 먹는다. 1. 기운이 없고 기분이 가라앉는다. 2. 죽고 싶은 생각이 든다. 0. 이전보다 너무 많이 자거나 너무 적게 잔다. 1. 죄책감이 느껴진다. 1. 기분이 우울하다. 2. 거의 모든 일상 활동에 대한 관심이나 흥미가 줄었다. 2. 내 삶에는 희망이 없는 것 같다. 2. 주의 집중이 잘 안된다. 1. 이전보다 쉽게 지친다. 2. 하는 게 허무하게 느껴진다. 2.,이 사람은 스스로를 해치려 한다,0
자살 행동은 아니지만 대학교 1학년 때부터 이제 계속 있어 가지고 그전부터 있었지만 계속 있다가  1학기 때부터는 오면서 이제 조금씩 조금씩 빈도수가 줄어들었어요.,이 사람은 스스로를 해치려 한다,0
"이전보다 너무 많이 먹거나 너무 적게 먹는다, 0. 기운이 없고 기분이 가라앉는다, 0. 죽고 싶은 생각이 든다, 0. 이전보다 너무 많이 자거나 너무 적게 잔다, 0. 죄책감이 느껴진다, 0. 기분이 우울하다, 0. 거의 모든 일상 활동에 대한 관심과 흥미가 줄었다, 0. 내 삶에는 희망이 없는 것 같다, 0. 주의 집중이 잘 안된다, 0. 이전보다 쉽게 지친다, 0. 사는 게 허무하게 느껴진다, 0.",이 사람은 스스로를 해치려 한다,0
그거는 완전 제 선택인데 그냥 문 따고 들어갔는데 상태가 너무 안 좋다. 그럼 사실 임차인 받기도 어렵고 되팔기도 사실 가치가 너무 떨어져 있는 상태니까 그런 경우는 이제 좀 제 자본을 투자해서 보통은 다 인테리어를 하긴 하죠.,이 사람은 스스로를 해치려 한다,0
속상해 가지고 첫째이고 싶어서 첫째인 게 아닌데 조금. 제가 침대 밑에 계속 들어가 있고 자살하고 싶다고 집에서 고래고래 소리 지르고 막 그랬었어요. 그때 아빠가 느끼신 게 되게 많았나 봐요. 뭔가 그때부터 이제 동생들은 이제 엄청 동생들한테 엄마한테 잘하기 시작하셨거든요. 그런 거 보면서 그냥 뭔가 조금 속상하기도 한데 근데 나라서 다행이다. 뭔가 동생들이었다기보다는 그냥 차라리 나여서 그냥 다행이다라는 생각도 했던 것 같아요.,이 사람은 스스로를 해치려 한다,0
진짜 날 더워 죽겠는데.,이 사람은 스스로를 해치려 한다,2
뭔가 창문을 다 내리고 달렸을 때 바람이 부는 그런 느낌이 좋아서 그런 것도 좀 스트레스가 풀리는 것 같고요.,이 사람은 스스로를 해치려 한다,1
그냥 이제 잘은 모르지만 상황 속에서 왜 이런 일이 일어났는지 모르니까 내가 할 수 있는 대로 최선을 다해서 그냥 잘하고 싶었어요. 그래서.,이 사람은 스스로를 해치려 한다,1
"이게 살짝 성경에서 세상이 악하니, 세상이 악하니, 이런 구절들이 좀 있거든요. 근데 그런 것들의 이제 내용들을 살펴보면 술을 마신다든가 그러니까 술을 마셔도 취한다든가 아니면 동성애를 한다든가 또 아니면 간음이나 등등 여러 가지 죄악들이 있겠죠. 그런 것들이 뭔가 이 하나님을 알지 못하는 세상에서는 너무 자연스러운 것들이잖아요.",이 사람은 스스로를 해치려 한다,1
그러니 저는 그거에 대해서 걱정이 됐고 그리고 계속 머리가 아프다고 계속 애가 아팠어요. 그래서 너 그거 감기 증상이니 뭐니 하면서 이제 계속 약을 챙겨 먹고 영양제를 계속 꾸준히 챙겨주고 했기 때문에 독감 주사를 맞고 나서 그거에 대해서 이제 처우에 대해서 계속 신경을 쓸 수밖에 없는 상황인데 아빠가 가라 이렇게 해버린 거예요.,이 사람은 스스로를 해치려 한다,1
이렇게 살아왔는데.,이 사람은 스스로를 해치려 한다,1
이모한테 가끔 얘기하는 정도.,이 사람은 스스로를 해치려 한다,1
그러니까 그러니까 그 친구 입장에서는 되게 힘든 아버지 모르겠어요. 그 친구가 어떻게 보면 이렇게 어제 어제 큐티 할 때는 극렬한 마음이 올라오게 해 달라고 기도는 했는데 그래 또...,이 사람은 스스로를 해치려 한다,1
그것도 빚이 된다고 생각해요.,이 사람은 스스로를 해치려 한다,1
저는 그 내면을 알아가는 게 이제 상담이라고 생각하니까 그 과정을 도와주는. 자기를 만나고 알아갈 수 있게 도와주는 과정이라고 생각을 하거든요.,이 사람은 스스로를 해치려 한다,1
계속계속해 주세요. 여하튼 그런 고민을 했고요. 하여튼 죽으라는 법은 없는 것 같고 일단 하면 할 것 같아요.,이 사람은 스스로를 해치려 한다,1
"네 그냥 인사해요. 안녕? 잘 지내. 네. 왜냐하면 그 언니도 사람 좋아 보이는 게 중요한 사람이어서 그냥 인사하는 것 같아서 알겠다고 해요, 그냥. 또 되게 총애받아요. 교회에서 엄청.",이 사람은 스스로를 해치려 한다,1
그럼 선생님께서도 직접 육체적인 활동을 하셔야 됩니까?,이 사람은 스스로를 해치려 한다,1
아무래도 자전거는 같이 타요. 걔도 자주 만나서.,이 사람은 스스로를 해치려 한다,1
일은 또 남편이 가요. 남편이  가서 화요일은 제가 애들 데리고 있을 때 그래도 이제 했던 거고.,이 사람은 스스로를 해치려 한다,1
"아빠는  대학원까지 이렇게  나오셨고, 엄마는",이 사람은 스스로를 해치려 한다,1
그것도 이제 그냥 이제 내려놔야죠. 제가 안 되는 건 안 되는 거니까.,이 사람은 스스로를 해치려 한다,1
아니요. 아니요. 이제 제가 그런 얘기를 하는 거.,이 사람은 스스로를 해치려 한다,1
그냥 뭔가 좀 맞는 것 같아요. 최악의 상황을 항상 염두하고 긴장하고 가볍게 밥을 먹는 그 상황에서도 항상 긴장을 하니까 뭔가. 그 뭔가 상대방의 니즈를 충족시켜야 된다는 그런 부담감도 좀 있는 것 같아요. 저 사람이 원하는 일정한 뭔가 텐션과 반응과 그런 것들을 해내지 못하면 못한다고 했을 때는 그 만남을 피하게 되는 왜냐면 나는 그런 걸 해낼 자신이 없으니까. 그런 것 같아요.,이 사람은 스스로를 해치려 한다,1
"그래서 정확하게 내가 왜 담배를, 지금 당장 이 장면에서는 왜 담배를 피우는지를 내가 어느 정도 인식을 하고 피웠을 때 그럼 내가 이 감정이 조금 떨어지면, 이 수준보다 좀 더 떨어지면 내가 이거보다는 좀 덜 피울 수 있겠네라는 일종의 용기 비슷한 것도 조금은 얻을 수 있을 것 같고.",이 사람은 스스로를 해치려 한다,1
그렇죠 그 정도로 있조.,이 사람은 스스로를 해치려 한다,1
뭐 그렇죠. 아니면 그냥 제 방법이 너무 올드하고 너무 당연한 거라서 저거는 나도 하고 있는 건데라고 생각해서 실천에 안 옮기는 걸 수도 있겠지만 아무튼 이거 얘기하려면 한 500시간 걸립니다.,이 사람은 스스로를 해치려 한다,1
결심하다 100점.,이 사람은 스스로를 해치려 한다,1
어둠이 전설이라고.,이 사람은 스스로를 해치려 한다,1
아이고 감사합니다.,이 사람은 스스로를 해치려 한다,1
"여기 목뒤. 그걸 항상 느끼니까 이렇게 좀 풀려고 많이. 목뒤 , 어금니.",이 사람은 스스로를 해치려 한다,1
사실 막 후회는 많이 없어요. 너무 사실 저는 너무 감사한게 많다라는 생각은 하면서도 아쉬운거 있죠. 막 제가  때 더 공부 열심히 해서 그때 유학을 갈 걸 그랬다 이런 생각 많이 하고 공부를 독하게 해서 그때 그냥 바로 대학원을 갈 걸 그랬나? 이런 생각도 들고 좀 독하게 공부를 못했다는 생각이 좀 아쉬움이 있는 것 같아요.,이 사람은 스스로를 해치려 한다,1
공부를 따로 한다거나 아니면 이제 체력 관리를 한다거나 아니면 좀 혼자 쉬는 시간을 갖는다거나 이런 것들이 좀 복합적으로 필요한 것 같긴 해요.,이 사람은 스스로를 해치려 한다,1
"그러니까 저도 이게 못 하는 게 아니라 제가 안 하는 걸 아니까 되게 이렇게 자꾸 회피하려고 하는 걸 아니까 그냥 이것도 좀 무서운 거 아는데 약간 자꾸 피하는 그런 게 마음에 들지 않았어요, 제 모습이.",이 사람은 스스로를 해치려 한다,1
남자친구도 그렇고 할 일도 많고 막 그러니까 그냥 왜 이렇게까지 힘들게 살아야 되지?,이 사람은 스스로를 해치려 한다,1
"그렇죠. 한 10년은 그냥 넉넉히 10년은 이렇게 쟁겨놔야 뭔가가 될 것 같은데 그러기엔 제가 너무, 너무 이제 저는 일이 필요한 거죠. 그러다 보니까 그러면 당장은 어렵겠다. 이렇게 이런 상황이 되다 보니까 지금은 어떻게 해야 되나.",이 사람은 스스로를 해치려 한다,1
그러니까 뭐 어쨌든 어쨌든 무난한 것 같다라는 생각을 평소에도 엄청 자주 한 건 아닌데 가끔씩 생각나긴 하는데 생각나긴 하는데 또 이제 또 무능 또 너무 무능하다 하기엔 또 무능하면 아예 아무것도 못 할 테니까 또 그렇기도 하면서도 어쨌든 무능하다는 생각을 가지고 있기 때문에 4점을.,이 사람은 스스로를 해치려 한다,1
네 먹었어요. 좀 전에.,이 사람은 스스로를 해치려 한다,1
그러니까 제가 사실 담배를 끊고 싶다 그거에 대해서 과연 8시간 동안 상담이 진행될 수 있을까 그런 생각도 드는 거죠.,이 사람은 스스로를 해치려 한다,1
좀 애매하긴 한데.,이 사람은 스스로를 해치려 한다,1
네. 오히려 제가 오히려 배려를 해주거든요. 배려를 해주고 그다음에 그러는데 그냥 제 스스로가 부끄러우니까 이렇게 좀 느끼는 거 같아요.,이 사람은 스스로를 해치려 한다,1
네 사랑을 엄마한테.,이 사람은 스스로를 해치려 한다,1
예 지금은 잘 되고 있어요.,이 사람은 스스로를 해치려 한다,1
거의 없죠. 저 너무 저는 대인관계는 사실 일단 딱 부러지게 말씀을 드리면 저는 대인관계 스트레스가 거의 없다고 보시면 돼요. 누가 어떤 말을 해도 상처받지 않고 사람 만나는 게 덜 편하고 그냥 당연히 저는 다 이해할 수 있고 그냥 대인 관계로 스트레스 받지 않아요. 저는. 이 사람이 이런 말을 해도 그냥. 근데 이제 저와 관련된 그런 것들에 관해서 굉장히 심하네요. 제가.,이 사람은 스스로를 해치려 한다,1
꼭 가 보고 싶다.,이 사람은 스스로를 해치려 한다,1
근데 그땐 차단 기능이 없었거든요.,이 사람은 스스로를 해치려 한다,1
배고파 죽겠어. 오늘 점심 뭐 먹지?,이 사람은 스스로를 해치려 한다,2
기다리다 죽겠네. 빨리 왔으면 좋겠다.,이 사람은 스스로를 해치려 한다,2
졸려 죽겠어. 커피 한 잔 해야겠다.,이 사람은 스스로를 해치려 한다,2
감동받아서 죽는 줄 알았어. 정말 좋은 영화야.,이 사람은 스스로를 해치려 한다,2
설레서 죽겠어. 내일 여행 가는 날이야.,이 사람은 스스로를 해치려 한다,2
추워 죽겠다. 두꺼운 패딩 입어야겠어.,이 사람은 스스로를 해치려 한다,2
지루해서 죽겠어. 빨리 끝났으면 좋겠다.,이 사람은 스스로를 해치려 한다,2
간지러워 죽겠어. 어디서 물린 것 같아.,이 사람은 스스로를 해치려 한다,2
신나서 죽겠어. 공연 티켓 구했어!,이 사람은 스스로를 해치려 한다,2
부끄러워 죽겠어. 아는 사람한테 실수했어.,이 사람은 스스로를 해치려 한다,2
반가워 죽겠어. 오랜만에 친구 만났어.,이 사람은 스스로를 해치려 한다,2
긴장돼서 죽겠어. 오늘 면접이야.,이 사람은 스스로를 해치려 한다,2
귀여워서 죽겠어. 강아지가 너무 사랑스러워.,이 사람은 스스로를 해치려 한다,2
심심해 죽겠어. 같이 뭐 하자.,이 사람은 스스로를 해치려 한다,2
뿌듯해서 죽겠어. 오늘 발표 잘했어.,이 사람은 스스로를 해치려 한다,2
무서워 죽겠어. 이 영화 너무 무섭다.,이 사람은 스스로를 해치려 한다,2
맵다 죽겠어. 물 좀 줘.,이 사람은 스스로를 해치려 한다,2
시끄러워 죽겠어. 옆집이 왜 이렇게 시끄럽지.,이 사람은 스스로를 해치려 한다,2
억울해 죽겠어. 나는 그런 말 한 적 없는데.,이 사람은 스스로를 해치려 한다,2
창피해서 죽겠어. 넘어졌는데 다들 봤어.,이 사람은 스스로를 해치려 한다,2
배불러서 죽겠어. 너무 많이 먹었다.,이 사람은 스스로를 해치려 한다,2
